Taxon,Cluster
SRR11152336,163
SRR3661499,163
SRR3661882,163
SRR7189895,163
SRR7190373,163
SRR11130581,163
SRR11130482,163
SRR7176451,163
SRR3662727,163
SRR3661548,163
SRR11152775,163
SRR8725294,163
SRR11130527,163
SRR7175944,163
SRR8722720,163
SRR11141638,163
SRR11152817,163
SRR8722267,163
SRR11152785,163
SRR3661793,163
SRR3662044,163
SRR3661506,163
SRR7184041,163
SRR8726130,163
SRR8722283,163
SRR7183822,163
SRR7183839,163
SRR11152923,163
SRR7183287,163
SRR11141435,163
SRR11152637,163
SRR7176405,163
SRR7175858,163
SRR11130653,163
SRR7183960,163
SRR7176330,163
SRR7183910,163
SRR8725103,163
SRR8722542,163
SRR7190558,163
SRR11152767,163
SRR8725189,163
SRR8725955,163
SRR8722128,163
SRR3663135,163
SRR8726080,163
SRR8725194,163
SRR7172219,163
SRR11141748,163
SRR7183354,163
SRR8722475,163
SRR8725387,163
SRR3661200,163
SRR11152881,163
SRR3662925,163
SRR8726659,163
SRR11130727,163
SRR8725948,163
SRR8726010,163
SRR3661786,163
SRR7190536,163
SRR11152784,163
SRR8725770,163
SRR7189839,163
SRR11152989,163
SRR8722114,163
SRR8725178,163
SRR7190261,163
SRR7183299,163
SRR8725367,163
SRR8725420,163
SRR7183735,163
SRR8725901,163
SRR8726629,163
SRR8725958,163
SRR8722450,163
SRR11141823,163
SRR7176149,163
SRR11152779,163
SRR11141659,163
SRR8725191,163
SRR8722266,163
SRR3661453,163
SRR7175847,163
SRR7183329,163
SRR11152731,163
SRR11141797,163
SRR11141705,163
SRR7184111,163
SRR7189768,163
SRR11152844,163
SRR11140958,163
SRR7175844,163
SRR11141085,163
SRR7183396,163
SRR8722583,163
SRR8726504,163
SRR7184152,163
SRR7183616,163
SRR8722258,163
SRR11152668,163
SRR7190518,163
SRR3662237,163
SRR3661281,163
SRR11141196,163
SRR8721961,163
SRR8722048,163
SRR8722290,163
SRR8721951,163
SRR11152351,163
SRR11141652,163
SRR3661405,163
SRR7184177,163
SRR8722639,163
SRR7183495,163
SRR7190341,163
SRR7175779,163
SRR11130186,163
SRR3663055,163
SRR7183964,163
SRR7189993,163
SRR3663422,163
SRR7184021,163
SRR7175845,163
SRR3662988,163
SRR3661525,163
SRR7183984,163
SRR7176225,163
SRR11141387,163
SRR7183685,163
SRR7184033,163
SRR7176441,163
SRR3662240,163
SRR3661530,163
SRR11141093,163
SRR8725577,163
SRR7172231,163
SRR11141193,163
SRR3662070,163
SRR3662089,163
SRR3663184,163
SRR3662980,163
SRR3663204,163
SRR11141309,163
SRR8722434,163
SRR8725085,163
SRR7190462,163
SRR7183758,163
SRR8721971,163
SRR11152635,163
SRR8725645,163
SRR11130677,163
SRR7176081,163
SRR7175861,163
SRR7190246,163
SRR8722237,163
SRR3662086,163
SRR7176493,163
SRR11130291,163
SRR8721878,163
SRR8725950,163
SRR8725742,163
SRR3661336,163
SRR7176229,163
SRR7183377,163
SRR7190042,163
SRR3661825,163
SRR8726650,163
SRR7190519,163
SRR7190063,163
SRR8725947,163
SRR7184037,163
SRR3661824,163
SRR7183779,163
SRR11130307,163
SRR7175842,163
SRR7189962,163
SRR3662426,163
SRR3661925,163
SRR7176364,163
SRR8722183,163
SRR11141482,163
SRR11141400,163
SRR8725956,163
ERR506027,163
SRR7183838,163
SRR11140987,163
SRR7183684,163
SRR3661537,163
SRR11140927,163
SRR3662440,163
SRR8726034,163
SRR7184130,163
SRR8722667,163
SRR7190241,163
SRR8726604,163
SRR3660577,163
SRR11152842,163
SRR7184173,163
SRR8722292,163
SRR8722791,163
SRR11130234,163
SRR11130041,163
SRR7176183,163
SRR7176390,163
SRR11130896,163
SRR7190364,163
SRR3662606,163
SRR7183249,163
SRR7183460,163
SRR11130155,163
SRR11129929,163
SRR7183345,163
SRR11152276,163
SRR11130318,163
SRR8722041,163
SRR7189922,163
SRR3663211,163
SRR7183810,163
SRR8722263,163
SRR7183857,163
SRR11152880,163
SRR8726466,163
SRR11141742,163
SRR3663166,163
SRR8725129,163
SRR3661954,163
SRR8725510,163
SRR8726395,163
SRR3661666,163
SRR7176537,163
SRR7183661,163
SRR8725438,163
SRR8721982,163
SRR8722089,163
SRR3663057,163
SRR7190404,163
SRR8726571,163
SRR3662713,163
SRR7175823,163
SRR7184175,163
SRR3662751,163
SRR11153055,163
SRR8725521,163
SRR8725167,163
SRR3660604,163
SRR8726133,163
SRR11152973,163
SRR8726242,163
SRR11152911,163
SRR7183282,163
SRR3662853,163
SRR7183531,163
SRR8722654,39
SRR3662441,39
SRR7175931,39
SRR8722759,39
SRR8726486,39
SRR3663241,39
SRR8726560,39
SRR8725412,39
SRR8726340,39
SRR8722732,39
SRR8725003,39
SRR8722751,39
SRR7175991,39
SRR8725728,39
SRR7176087,39
SRR8722046,39
SRR8726586,39
SRR8725143,39
SRR7176036,39
SRR11153026,39
SRR8725235,39
SRR7183239,39
SRR8721883,39
SRR8725400,39
SRR3662706,39
SRR7175982,39
SRR2072262,39
SRR7183977,39
SRR7176148,39
SRR11152690,39
SRR8726739,39
SRR11152450,39
SRR8726262,39
SRR3661703,39
SRR3662930,39
SRR8721992,39
ERR742642,39
SRR8722474,39
SRR8722428,39
SRR8721993,39
SRR3662838,39
SRR3662351,39
SRR11141143,39
SRR7176452,39
SRR8726027,39
SRR8722369,39
SRR11141358,39
SRR11152338,39
SRR11141274,39
SRR8726286,39
SRR8721879,39
SRR11141694,39
SRR7175819,39
SRR8725907,39
SRR7183692,39
SRR11152735,39
SRR7176555,39
SRR7176319,39
SRR7183742,39
SRR2072324,39
SRR8726200,39
SRR11140933,39
SRR3662268,39
SRR3662416,39
SRR7176666,39
SRR11152547,39
SRR8725575,39
SRR7175958,39
SRR11129922,39
SRR7175880,39
SRR2072372,39
SRR8722842,39
SRR7176070,39
ERR505795,39
SRR7176280,39
SRR8721942,39
SRR7176611,39
SRR7176412,39
SRR11130068,39
SRR11152964,39
SRR8722061,39
SRR8722563,39
SRR8722363,39
SRR3663577,39
SRR7176297,39
SRR11152899,39
SRR3662281,39
SRR8725888,39
SRR8726657,39
SRR11141214,39
SRR11130809,39
SRR7176152,39
ERR506064,39
SRR8722375,39
SRR7176588,39
SRR11129924,39
SRR7176223,39
SRR11130084,39
SRR8726455,39
ERR449257,39
SRR2072229,39
ERR433983,39
ERR505788,39
SRR11130565,39
SRR11130908,39
SRR8722321,39
SRR11129947,39
SRR8722758,39
SRR11152843,39
SRR7176445,39
SRR8725020,39
SRR8726484,39
SRR7175798,39
SRR8725761,39
SRR7176585,39
SRR11141225,39
SRR2072300,39
SRR7176312,39
SRR3660591,39
SRR3661577,39
SRR7176207,39
SRR8722488,39
SRR7175907,39
SRR3661853,39
SRR3662264,39
SRR11141675,39
SRR11141422,39
SRR3662414,39
SRR8722097,39
SRR8726686,39
SRR11152879,39
SRR7176487,39
ERR425468,39
ERR876482,39
SRR8722033,39
SRR11130028,39
SRR7175812,39
SRR7172236,39
SRR3663445,39
SRR8722581,39
SRR8721920,39
SRR7176210,39
SRR7176382,39
SRR3662415,39
SRR8722053,39
SRR11130575,39
SRR2072227,39
SRR7176399,39
SRR11141789,39
SRR11141785,39
SRR3662478,39
SRR11152669,39
SRR7183606,39
SRR8726284,39
SRR2072367,39
SRR8722096,39
SRR7183724,39
SRR8726056,39
SRR7184026,39
SRR3662390,39
SRR2072353,39
SRR11152447,39
SRR8722132,39
SRR3663062,39
SRR8722043,39
SRR8725394,39
SRR7190643,54
SRR8725487,54
SRR3662035,54
SRR3662424,54
SRR7176178,54
SRR8725133,54
SRR7189829,54
SRR3661612,54
SRR8725516,54
SRR11141576,54
SRR8726503,54
SRR7183653,54
SRR3661777,54
SRR11130211,54
SRR3663008,54
SRR11130656,54
SRR11141684,54
SRR7176598,54
SRR3662324,54
SRR7176430,54
SRR7190260,54
SRR8725984,54
SRR8722778,54
SRR11152790,54
SRR8726410,54
SRR7183624,54
SRR11141529,54
SRR8726237,54
SRR11130671,54
SRR8725723,54
SRR3662149,54
SRR7175816,54
SRR8722403,54
SRR7184029,54
SRR3662353,54
SRR7184191,54
SRR11141749,54
SRR11152870,54
SRR8722250,54
SRR7183853,54
SRR7190371,54
SRR8725519,54
SRR3662899,54
SRR11130334,54
SRR7183644,54
SRR7190620,54
SRR11130001,54
SRR8726379,54
SRR3663408,54
SRR11152837,54
SRR7183991,54
SRR3661633,54
SRR11152612,54
SRR8726531,54
SRR7183227,54
SRR8724990,54
SRR7176195,54
SRR8726154,54
SRR11152473,54
SRR7176264,54
SRR7175846,54
SRR8725214,54
SRR3663337,54
SRR3661576,54
SRR3662945,54
SRR11130092,54
SRR11141270,54
SRR11141221,54
SRR8726372,54
SRR8725684,54
SRR3662069,54
SRR3661744,54
SRR8726167,54
SRR11152503,54
SRR7183792,54
SRR7183386,54
SRR2072239,54
SRR3661574,54
SRR11141402,54
SRR7175927,54
SRR11152689,54
SRR11140888,54
SRR7184155,54
SRR11130556,54
SRR8725940,54
SRR3661393,54
SRR11130752,54
SRR3663006,54
SRR7183766,54
SRR11130883,54
SRR11141331,54
SRR7183303,54
SRR8726024,54
SRR3661931,54
SRR3663446,54
SRR11130428,54
SRR7183992,54
SRR3662808,54
SRR11152891,54
SRR7183457,54
SRR8725657,54
SRR8722367,54
SRR7176282,54
SRR11130125,54
SRR7172251,54
ERR506034,54
SRR11153058,54
SRR3661404,54
ERR662367,54
SRR11130703,54
SRR8726596,54
SRR8722725,54
SRR8726185,54
SRR8725977,54
SRR8726665,54
SRR7175945,54
SRR3661737,54
SRR7183411,54
SRR3661543,54
SRR3661962,54
SRR8725781,54
SRR8721866,54
SRR3661598,54
SRR11130910,54
SRR8725829,54
SRR11141065,54
SRR11140934,54
SRR3663107,54
SRR8726389,54
SRR3661536,54
SRR8725380,54
SRR3662892,54
SRR7183586,54
SRR8725255,54
SRR8725542,54
ERR600105,54
SRR8726131,54
SRR11141827,54
SRR7183549,54
SRR8725538,54
SRR8726326,54
SRR7183455,54
SRR11130113,54
SRR8722655,54
SRR11152740,54
SRR11130779,54
SRR11152720,54
SRR7175902,54
SRR3661709,54
SRR8722823,54
SRR8722065,54
SRR3662731,54
SRR8724986,54
SRR7183929,54
SRR8722512,54
SRR11152897,54
SRR11141541,54
SRR11152931,54
SRR7190453,54
SRR3661485,54
SRR11141075,54
SRR7176190,54
SRR8726370,54
SRR3663253,54
SRR8726458,54
SRR7183914,54
SRR7184050,54
SRR3662404,54
SRR8722366,54
SRR3661555,54
SRR3662006,54
SRR11130146,54
SRR7190331,54
SRR7184068,54
SRR11152442,54
SRR11130592,54
SRR8722357,54
SRR11140923,54
SRR8725741,54
SRR7183748,54
SRR8726731,54
SRR11141588,54
SRR8722405,54
SRR8722571,54
SRR11153063,54
SRR3662407,54
SRR7189785,54
SRR7183406,54
SRR8725651,54
SRR3661684,54
SRR7176546,54
SRR7175756,54
SRR7176191,54
SRR7183738,54
SRR7183741,54
SRR3662356,54
SRR8722108,54
SRR11130641,54
SRR11152694,54
SRR7175912,54
SRR11130897,54
SRR7189882,54
SRR3662409,54
SRR11130366,54
SRR3663221,54
SRR7176001,54
SRR3663254,54
SRR8726259,54
SRR3661807,54
SRR7190286,54
SRR7172198,54
SRR11140871,54
SRR8722638,54
SRR8725422,54
SRR7176505,54
SRR7176340,54
SRR3662434,54
SRR7183383,54
SRR8726401,54
SRR3662735,54
SRR8722711,54
SRR7190023,54
SRR11130096,54
SRR8725630,54
SRR11141079,54
SRR7190681,44
SRR8725040,44
SRR7189880,44
SRR8725474,44
SRR3662898,44
SRR8725199,44
SRR11140955,44
SRR8725915,44
SRR8725929,44
SRR11152773,44
SRR7190111,44
SRR8725386,44
SRR8726265,44
SRR11130820,44
SRR7190590,44
SRR11152681,44
SRR11152861,44
SRR3662126,44
SRR11130063,44
SRR7190424,44
SRR7183243,44
SRR8726293,44
SRR11141115,44
SRR7189909,44
SRR11141807,44
SRR7190633,44
SRR8721981,44
SRR7183505,44
SRR3663118,44
SRR3662275,44
SRR8725166,44
SRR7175728,44
SRR11141245,44
SRR8726724,44
SRR3662726,44
SRR2072357,44
SRR11141427,44
SRR8722228,44
SRR8721876,44
SRR8722120,44
SRR8725268,44
SRR3662211,44
SRR3661526,44
SRR11130637,44
SRR11153014,44
SRR11130730,44
SRR3661816,44
SRR7190244,44
SRR8725532,44
SRR8722054,44
SRR3662004,44
SRR11141725,44
SRR8726344,44
SRR3663017,44
SRR11152522,44
SRR11152296,44
SRR3662961,44
SRR11141564,44
SRR8722557,44
SRR3663574,44
SRR7176594,44
SRR7176308,44
SRR11153048,44
SRR11130464,44
SRR8722370,44
SRR11141044,44
SRR7183632,44
SRR3663099,44
SRR3663258,44
SRR8721991,44
SRR11141775,44
ERR506003,44
SRR7190665,44
SRR11130836,44
ERR449179,44
SRR11152534,44
SRR7183804,44
SRR7176371,44
SRR11153032,44
SRR3661701,44
SRR3662024,44
SRR8725147,44
SRR7190145,44
SRR8726312,44
SRR8722422,44
SRR8722235,44
SRR7190106,44
SRR11152915,44
SRR8725970,44
SRR8726235,44
SRR7183969,44
SRR8722688,44
SRR11152705,44
SRR8725111,44
SRR11141551,44
SRR7176677,44
SRR11129923,44
SRR11152409,44
SRR11130085,44
SRR11141425,44
SRR8721871,44
SRR3661886,44
SRR7176605,44
SRR11140931,44
SRR3662110,44
SRR11140878,44
SRR3661494,44
SRR3662108,44
SRR7176491,44
SRR8726505,44
SRR11152451,44
SRR11152702,44
SRR3663130,44
SRR7184102,44
SRR3660576,44
SRR11130102,44
SRR11130035,44
SRR11129938,44
SRR11130814,44
SRR8722196,44
SRR8725701,44
SRR7175832,44
SRR11130494,44
SRR11141354,44
SRR7190097,44
SRR7190061,44
SRR8726223,44
SRR3661785,44
SRR7190107,44
SRR7184018,44
SRR8722359,44
SRR11129985,44
SRR3662124,44
SRR8721858,44
SRR7190374,44
SRR3661784,44
SRR7176331,44
SRR11152405,44
SRR3661847,44
SRR3661538,44
SRR2072242,44
SRR11130490,26
SRR8721947,26
ERR742655,26
SRR7176596,29
SRR7176420,29
SRR3662305,29
SRR3663390,29
SRR11140937,29
SRR11141057,107
SRR3661455,107
SRR7176612,107
SRR11141819,107
SRR7175981,107
SRR7176179,107
SRR8726221,107
SRR7176387,107
SRR7176609,107
SRR11141428,107
SRR7172248,107
SRR7183583,107
SRR11141051,107
SRR8725714,107
SRR7175921,107
SRR8726031,107
SRR8726218,107
SRR11152677,107
SRR11140908,107
SRR3663156,107
SRR8725021,107
SRR7183564,107
SRR8722139,107
SRR7183956,107
SRR3663583,107
SRR7176521,107
SRR11152368,107
SRR7183419,107
SRR8725906,107
SRR8722330,107
SRR7183745,107
SRR8722342,107
SRR11152851,107
SRR7176579,107
SRR8722010,107
SRR8725260,107
SRR11130107,107
SRR7176067,107
SRR8726405,107
SRR7175939,107
SRR11141355,107
SRR8722384,107
SRR7176042,107
SRR8726354,107
SRR11141517,107
SRR7184147,107
SRR7175704,107
SRR8725918,107
SRR11141100,107
SRR7183370,107
SRR3663050,107
SRR11141700,107
SRR7176140,107
SRR11141810,107
SRR3661974,107
SRR3663199,107
SRR8722660,107
SRR3662064,107
SRR11152604,107
SRR8726070,107
SRR7175818,107
SRR8722317,107
SRR3662194,107
SRR11153059,107
SRR8726039,107
SRR8724992,107
SRR3661422,107
SRR3663256,107
SRR11130528,107
SRR7176158,107
SRR8725081,107
SRR7175853,107
SRR7175851,107
SRR8722501,107
SRR11141067,107
SRR11141397,107
SRR7175924,107
SRR8722353,107
SRR7183509,107
SRR8722393,107
SRR8726082,107
SRR3662136,107
SRR11130642,107
SRR11141165,107
SRR8726044,107
SRR7183277,107
SRR8722526,107
SRR8722417,107
SRR7176053,107
SRR11152429,107
SRR11129960,107
SRR11130256,107
SRR8726721,107
SRR11130882,107
SRR7176254,107
SRR8722092,107
SRR11152794,107
SRR7176458,107
SRR3661743,107
SRR11129995,107
SRR11130007,107
SRR8725241,107
SRR8721857,107
SRR11130069,107
SRR7176683,107
SRR3661964,107
SRR8726713,107
SRR8726732,107
SRR11140997,107
SRR7183980,107
SRR11130267,107
SRR7184030,107
SRR8726614,107
SRR8726324,107
SRR2072254,107
SRR11130411,107
SRR11141737,107
SRR7184166,107
SRR3661774,107
SRR11129983,107
SRR11152348,107
SRR11152539,107
SRR7176118,107
SRR8722551,107
SRR3663607,107
SRR3661416,107
SRR11141418,107
SRR7183427,107
SRR11152535,107
SRR7176029,107
SRR3663131,107
SRR7175895,107
SRR7183952,107
SRR3662236,107
SRR7176315,107
SRR8726680,107
SRR7183975,107
SRR8722479,107
SRR7176607,107
SRR3662367,107
SRR8725277,107
SRR7176492,107
SRR11130002,107
SRR8721967,107
SRR7176685,107
SRR11130313,107
SRR7175716,107
SRR8726669,107
SRR3661406,107
SRR3662355,107
SRR3663261,107
SRR7176530,107
SRR7176599,107
SRR7176198,107
SRR3662492,107
SRR3661899,107
SRR8726619,107
ERR326561,107
SRR8722803,107
SRR3663255,107
SRR7183691,107
SRR8725038,107
ERR433753,107
SRR11141380,107
SRR11141609,107
SRR11130202,107
SRR8725810,107
SRR7175738,107
SRR8722279,107
SRR11152666,107
SRR11141031,107
SRR11141056,107
SRR7176004,107
SRR7175987,107
SRR8726063,107
SRR7175922,107
SRR11152415,107
SRR11130253,107
ERR433571,107
SRR8725318,107
SRR8725372,107
SRR8722627,107
SRR8726638,107
SRR3662309,107
SRR11152371,107
SRR8725478,107
SRR7176202,107
SRR3662002,107
SRR7176272,107
SRR11152999,107
SRR7176046,107
SRR8725673,107
SRR11152532,107
SRR8725068,107
SRR8725114,107
SRR11152266,107
SRR7172194,107
SRR11141374,107
SRR3661232,107
SRR7183667,107
SRR7183344,107
SRR7176391,107
SRR11141631,107
SRR3662965,107
SRR7176646,107
ERR326472,107
SRR8725722,107
SRR11141220,107
SRR3661583,107
SRR11140886,107
SRR8725284,107
SRR11141472,107
SRR3661900,107
SRR11141543,107
SRR7183592,107
SRR3662094,107
SRR8725778,107
ERR876450,107
SRR3663235,107
SRR7176409,107
SRR7172211,107
SRR11152868,107
SRR3661906,107
SRR3661775,107
SRR7176337,107
SRR11141829,107
SRR3663348,107
SRR7184022,107
SRR11141545,107
SRR3662043,107
SRR7172207,107
SRR7183923,107
SRR8725718,107
SRR8726569,107
SRR7175967,107
SRR8722145,107
SRR11140952,107
SRR7176255,107
SRR11141052,107
ERR662310,107
SRR8725591,107
SRR11141288,107
SRR7176361,107
SRR8726434,107
SRR8722030,107
SRR3661270,107
SRR7183719,107
SRR11130043,107
SRR11130497,107
SRR7176535,107
SRR7176344,107
SRR11141596,107
SRR7175765,107
SRR7184156,107
SRR7176265,107
SRR11130658,107
SRR7183522,107
SRR7183454,107
SRR8725880,107
SRR11141707,107
SRR11152966,107
SRR11130599,107
SRR8726019,107
SRR3661551,107
ERR449221,35
ERR425487,35
ERR876490,35
ERR876435,35
ERR326448,35
ERR449134,35
ERR425377,35
ERR433532,35
ERR449205,35
ERR876460,35
ERR449157,35
ERR433947,35
ERR326443,35
ERR425358,35
ERR425421,35
ERR425356,35
ERR425405,35
ERR425380,35
ERR460192,35
ERR449141,35
ERR425407,35
ERR326576,35
ERR876463,35
ERR449119,35
ERR433597,35
ERR425429,35
ERR449178,35
ERR433644,35
ERR449207,35
ERR449202,35
ERR326579,35
ERR876457,35
ERR425378,35
ERR425435,35
ERR326450,35
ERR876497,35
ERR876502,35
ERR434012,35
ERR433567,35
ERR433759,35
ERR876469,35
ERR433765,35
ERR425416,35
ERR876448,35
ERR505827,35
ERR449130,35
ERR449132,35
ERR433510,35
ERR326572,35
ERR433572,35
ERR449121,35
ERR425373,35
ERR433786,35
ERR433763,35
ERR449254,35
ERR449123,35
SRR7183617,47
SRR7176341,47
ERR505862,47
SRR11130410,47
SRR11130372,47
SRR8722739,47
SRR8725704,47
SRR7190117,47
SRR8725431,47
SRR3663461,47
SRR11152378,47
SRR3661522,47
SRR7183646,47
SRR8726266,47
SRR11152714,47
SRR7183640,47
SRR7176496,47
SRR7190639,47
SRR7184172,47
SRR7183341,47
SRR8725618,47
SRR7190706,47
SRR3662724,47
SRR7190054,47
SRR7176461,47
SRR11130429,47
SRR11152722,47
SRR3663598,47
SRR7189767,47
SRR8722051,47
SRR7183876,47
SRR7184000,47
SRR11130070,47
SRR11152611,47
SRR11152760,47
SRR3662432,47
SRR7183280,47
SRR7176239,47
SRR3661605,47
SRR3662270,47
SRR3663003,47
SRR8726526,47
SRR7189914,47
SRR3662014,47
SRR11141851,47
SRR11152942,47
SRR8722368,47
SRR7176252,47
SRR8722222,47
SRR7183915,47
SRR7190116,47
SRR11140881,47
SRR8726498,47
SRR11152953,47
SRR11130665,47
SRR8725882,47
SRR8722786,47
SRR3661852,47
SRR3663454,47
SRR11130533,47
SRR7176621,47
SRR11152459,47
SRR11130660,47
SRR7176079,47
SRR7189944,47
SRR11141738,47
SRR3661687,47
SRR7183447,47
SRR3661873,47
SRR11130648,47
SRR7183491,47
SRR3662711,47
SRR3662198,47
SRR11130732,47
SRR8725057,47
SRR7175767,47
ERR505870,47
SRR3663375,47
ERR505876,47
SRR2072387,47
SRR8722356,47
SRR7190135,47
SRR8725043,47
SRR11141768,47
SRR7190705,47
SRR3662963,47
SRR3661790,47
SRR3661258,47
SRR7183811,47
SRR7190372,47
ERR433984,47
SRR7176227,47
SRR8726485,47
SRR8725467,47
SRR8722337,47
SRR11141525,47
SRR11130495,47
SRR7183314,47
SRR7176395,47
SRR3661550,47
SRR7190298,47
SRR3663108,47
SRR8725440,47
SRR11152502,47
SRR8725858,47
SRR3661902,47
SRR3663034,47
SRR8725052,47
SRR7190114,47
SRR7183250,47
SRR3662996,47
ERR425406,32
ERR506013,32
ERR506030,32
ERR433909,32
ERR501465,32
ERR506031,32
ERR326438,32
ERR449138,32
ERR433781,32
ERR433903,32
ERR425363,32
ERR449235,32
ERR449260,32
ERR433542,32
ERR449206,32
ERR433614,32
SRR3663065,38
ERR876474,38
SRR11152663,38
SRR11130811,38
SRR11130191,38
SRR8722747,38
SRR7183519,38
SRR8726114,38
SRR11152337,38
SRR8722050,38
SRR11152822,38
SRR7176061,38
SRR7183295,38
SRR11130229,38
SRR7176488,38
SRR7183896,38
SRR8726695,38
SRR11130245,38
SRR3661706,38
SRR8726190,38
SRR11152268,38
SRR11129964,38
SRR8726706,38
SRR8726519,38
SRR8725145,38
SRR7183397,38
SRR8725335,38
SRR3663149,38
SRR11130385,38
SRR7176243,38
SRR7183987,38
SRR3662384,38
SRR11130554,38
SRR3662978,38
SRR7183208,38
SRR7183799,38
SRR7183829,38
SRR11130462,38
SRR8726066,38
SRR11130839,38
SRR7190729,38
SRR8726666,38
SRR11130822,38
SRR7189797,38
SRR11130343,38
SRR3662608,37
SRR8726691,37
SRR8722045,37
SRR3662839,37
SRR11140944,37
SRR8725927,37
SRR8725744,37
SRR11141663,37
SRR11141578,37
SRR11141230,37
SRR11140903,196
SRR3662346,196
SRR3662841,196
SRR3661915,196
SRR3663237,196
SRR7183463,196
SRR8725736,196
ERR433714,196
SRR11141416,196
SRR11153009,196
SRR3661795,196
SRR7184120,196
SRR7183831,196
SRR7190304,196
SRR11130704,196
SRR11152556,196
SRR3661640,196
SRR3663430,196
SRR7183213,196
SRR7183773,196
SRR3661872,196
SRR7184017,196
SRR7184180,196
SRR11152809,196
SRR8725752,196
SRR7172247,196
SRR11130473,196
SRR11130090,196
SRR11152456,196
SRR3661234,196
SRR3663056,196
SRR8726611,196
SRR3661519,196
SRR8721975,196
SRR8722131,196
SRR3661789,196
SRR8722511,196
SRR11153008,196
SRR11129930,196
ERR425415,196
SRR8722505,196
SRR3663325,196
SRR11141219,196
SRR11130263,196
SRR8725465,196
SRR11130025,196
SRR7190461,196
SRR7189979,196
SRR3663054,196
SRR7183809,196
SRR7183290,196
SRR3663618,196
SRR8725004,196
SRR11130178,196
SRR11140901,196
SRR11130792,196
SRR3661913,196
SRR11130139,196
SRR8726127,196
SRR8726084,196
SRR7189933,196
SRR7190018,196
SRR11130609,196
SRR11141504,196
SRR8722354,196
SRR11152918,196
SRR8726295,196
SRR3661386,196
SRR7175723,196
ERR433642,196
SRR11141110,196
SRR11130553,196
SRR8725585,196
SRR11141113,196
SRR8726111,196
SRR7175746,196
SRR11130579,196
SRR11141552,196
SRR7183373,196
SRR8726314,196
SRR7190160,196
ERR506051,196
SRR3661728,196
SRR3661788,196
SRR8725871,196
ERR433779,196
SRR8726426,196
SRR8726009,196
SRR7176025,196
SRR7189491,196
SRR7183571,196
SRR7190327,196
SRR8725432,196
SRR11130273,196
SRR11141382,196
SRR11130506,196
SRR7176587,196
SRR7183572,196
SRR11141538,196
SRR3661683,196
SRR8722541,196
SRR3661917,196
SRR7176014,196
SRR8726412,196
SRR11130856,196
SRR7183259,196
SRR11130621,196
SRR11130249,196
SRR7175893,196
SRR7183718,196
SRR8726158,196
SRR7176401,196
SRR7183921,196
ERR505749,196
SRR8725765,196
SRR11130238,196
SRR3662282,196
SRR3661811,196
SRR8722058,196
SRR8726407,196
SRR11141265,196
SRR8726169,196
SRR3663136,196
SRR3661809,196
SRR11141720,196
SRR8725735,196
SRR8725305,196
SRR11140912,196
SRR7190718,196
SRR7184161,196
ERR505761,196
SRR7190386,196
SRR11152516,196
SRR3661334,196
SRR11130518,196
SRR11130874,196
SRR3662971,196
SRR7176266,196
SRR11130306,196
SRR11140880,196
SRR8726081,196
SRR3661879,196
SRR8725513,196
SRR7189994,196
SRR7175822,196
SRR8726336,196
SRR11153016,196
SRR3663011,196
SRR7183972,196
SRR8726013,196
SRR8725505,196
SRR7176397,196
SRR3663379,196
SRR7183683,196
SRR7190568,196
SRR3661567,196
SRR11141069,196
SRR7183643,196
SRR11129986,196
SRR8725992,196
SRR11141769,196
SRR7176410,196
SRR7172229,196
SRR7183814,196
SRR7175890,196
SRR11130017,196
SRR7184012,196
SRR7176048,196
SRR3663440,196
SRR3663306,196
SRR8722060,196
SRR11141685,196
SRR3662863,196
SRR11130053,196
SRR3662104,196
SRR11152404,196
SRR11152411,196
SRR7183471,196
SRR7190552,196
ERR505864,196
SRR11141618,196
SRR11130032,196
SRR11141419,196
SRR7190237,196
SRR3660589,196
SRR3661748,196
SRR8725340,196
SRR11130277,196
SRR7189975,196
SRR3663612,196
SRR3661754,196
ERR505731,196
SRR7190387,196
SRR11130597,196
SRR3660602,196
SRR11152432,196
SRR11130570,196
SRR11141156,196
SRR7176107,196
SRR11141231,196
SRR7183800,196
SRR8726151,196
SRR7175755,196
SRR11129943,196
SRR7190068,196
SRR8725976,196
SRR8725762,196
SRR3661228,196
SRR7183767,196
SRR11141091,196
SRR8725413,196
SRR11130808,196
SRR11141125,196
SRR7176269,196
SRR11130643,196
SRR7175791,196
SRR7176369,196
SRR7183599,196
SRR8722379,196
SRR7183819,196
SRR8726488,196
SRR3661332,196
SRR7183689,196
SRR7190164,196
SRR7176188,196
SRR11130317,196
SRR11130491,196
SRR8725287,196
SRR8726632,196
SRR11130018,196
SRR3661599,196
SRR7175750,196
SRR7176284,196
SRR7176484,196
SRR8726210,196
SRR3661235,196
SRR8722107,196
SRR7176645,196
SRR3663362,196
SRR11130066,196
SRR7176370,41
ERR425368,41
SRR11152813,41
ERR425412,41
SRR11141322,41
SRR11152408,41
SRR8725797,41
SRR3663455,41
ERR433772,41
SRR7183894,41
SRR8725968,41
SRR11152758,41
ERR433600,41
SRR7183524,41
SRR8722799,41
ERR438950,41
SRR7184093,41
ERR449103,41
SRR7176351,41
SRR7183988,41
SRR3662401,41
SRR11130395,41
ERR505736,41
SRR7183795,41
SRR8722499,41
SRR3661840,41
SRR7176028,46
ERR433987,46
SRR2072266,46
SRR11130530,46
SRR11141131,46
SRR3661392,46
